File_Name,PSNR_dB,SSIM,LPIPS
002831.png,30.8719,0.6935,0.5427
002832.png,27.2809,0.8309,0.3176
002833.png,25.032,0.8787,0.2437
002834.png,23.901,0.8599,0.263
002835.png,25.0178,0.8796,0.2396
002836.png,32.0978,0.9439,0.2364
002837.png,33.2891,0.8922,0.3731
002838.png,34.9633,0.9218,0.3359
002839.png,34.0505,0.9115,0.3457
002840.png,26.2845,0.7647,0.4018
002841.png,30.1733,0.8934,0.4031
002842.png,30.3153,0.8914,0.4185
002843.png,28.5809,0.882,0.3934
002844.png,26.4444,0.6735,0.5216
002845.png,28.9405,0.7,0.3907
002846.png,28.6306,0.6921,0.4037
002847.png,30.7116,0.7143,0.3666
002848.png,30.3367,0.7687,0.5482
002849.png,34.641,0.9237,0.3548
002850.png,34.2818,0.9188,0.3565
002851.png,34.0685,0.9125,0.3647
002852.png,21.4359,0.6774,0.4285
002853.png,21.2375,0.8004,0.3365
002854.png,20.6987,0.7806,0.3435
002855.png,21.0517,0.7885,0.3713
002856.png,27.7581,0.826,0.4483
002857.png,36.0415,0.8847,0.4724
002858.png,33.902,0.8339,0.5189
002859.png,35.8049,0.8765,0.4939
002860.png,26.8409,0.8047,0.3762
002861.png,27.139,0.871,0.2944
002862.png,27.1539,0.8673,0.3261
002863.png,25.4567,0.8575,0.3283
002864.png,27.2526,0.8189,0.4065
002865.png,29.2252,0.837,0.3429
002866.png,29.2046,0.837,0.3369
002867.png,29.916,0.8513,0.3588
002868.png,26.1351,0.7837,0.4181
002869.png,33.7513,0.8377,0.4535
002870.png,33.5184,0.8265,0.4678
002871.png,32.818,0.8099,0.4681
002872.png,32.3706,0.8502,0.3629
002873.png,31.0754,0.7897,0.5106
002874.png,31.7818,0.8422,0.5059
002875.png,30.7997,0.8219,0.499
002876.png,27.3605,0.4652,0.7045
002877.png,25.9667,0.8429,0.3725
002878.png,26.0446,0.844,0.3857
002879.png,26.2849,0.859,0.3647
002880.png,33.9271,0.8874,0.4535
002881.png,30.0408,0.9107,0.2972
002882.png,29.1627,0.8823,0.3175
002883.png,29.7533,0.9074,0.2867
002884.png,26.853,0.7335,0.4309
002885.png,25.9495,0.8174,0.34
002886.png,27.6261,0.8291,0.3173
002887.png,27.4047,0.8151,0.3221
002888.png,27.3896,0.8121,0.4317
002889.png,29.9671,0.8329,0.4444
002890.png,30.6424,0.847,0.4361
002891.png,29.751,0.8242,0.4458
002892.png,25.0384,0.7788,0.3956
002893.png,31.0297,0.7548,0.472
002894.png,31.8433,0.7732,0.4586
002895.png,32.8517,0.8088,0.4252
002896.png,28.6348,0.8304,0.3581
002897.png,23.0544,0.7678,0.4005
002898.png,23.0225,0.7677,0.4083
002899.png,22.561,0.7449,0.4054
002900.png,23.7897,0.8629,0.2939
002901.png,21.9171,0.899,0.2568
002902.png,21.777,0.8989,0.2606
002903.png,21.8022,0.8981,0.2544
002904.png,28.9107,0.859,0.305
002905.png,27.3561,0.9172,0.2491
002906.png,28.0426,0.9236,0.2297
002907.png,28.3011,0.9268,0.2371
002908.png,23.217,0.784,0.4324
002909.png,29.9496,0.6947,0.481
002910.png,29.0396,0.6933,0.4684
002911.png,29.8803,0.6934,0.4676
002912.png,25.316,0.8647,0.3266
002913.png,36.088,0.918,0.3067
002914.png,38.389,0.9339,0.2884
002915.png,37.4891,0.9496,0.2679
002916.png,27.067,0.7498,0.3974
002917.png,27.2743,0.8184,0.3327
002918.png,27.5037,0.8382,0.3009
002919.png,27.8483,0.8253,0.3445
002920.png,19.6239,0.7649,0.3403
002921.png,28.9168,0.7944,0.4784
002922.png,28.4333,0.743,0.5333
002923.png,28.8146,0.7498,0.5229
002924.png,25.6216,0.6491,0.4729
002925.png,22.2674,0.3162,0.6651
002926.png,21.7802,0.3335,0.6293
002927.png,21.9169,0.3154,0.6697
002928.png,22.0176,0.7865,0.395
002929.png,22.0641,0.5996,0.4474
002930.png,21.881,0.5997,0.4527
002931.png,22.3977,0.5928,0.4406
002932.png,27.9331,0.8534,0.2925
002933.png,30.5559,0.8896,0.2968
002934.png,30.9035,0.8966,0.275
002935.png,31.3071,0.9005,0.2749
002936.png,31.6075,0.9063,0.2868
002937.png,27.4655,0.729,0.4393
002938.png,26.9824,0.7276,0.4353
002939.png,28.2621,0.7567,0.4023
002940.png,21.7203,0.795,0.4123
002941.png,27.1887,0.7069,0.5388
002942.png,26.8192,0.7187,0.5277
002943.png,26.7706,0.6972,0.5184
002944.png,23.2918,0.7512,0.4343
002945.png,24.1071,0.7874,0.3982
002946.png,24.148,0.799,0.3904
002947.png,23.7046,0.777,0.3935
002948.png,24.5117,0.8424,0.3382
002949.png,23.7346,0.4264,0.6548
002950.png,24.3813,0.429,0.683
002951.png,24.1517,0.4263,0.6677
002952.png,25.8757,0.8487,0.3287
002953.png,31.1764,0.9233,0.288
002954.png,29.0559,0.8798,0.3258
002955.png,30.269,0.9098,0.2873
002956.png,24.1409,0.5987,0.4752
002957.png,26.0089,0.7923,0.4463
002958.png,26.9787,0.7858,0.4604
002959.png,27.0369,0.7756,0.4803
002960.png,24.9904,0.8374,0.3254
002961.png,34.4744,0.9459,0.3182
002962.png,35.063,0.9495,0.3146
002963.png,32.238,0.937,0.2997
002964.png,28.0167,0.908,0.2217
002965.png,29.5345,0.8978,0.3259
002966.png,28.1483,0.8967,0.3196
002967.png,28.2699,0.902,0.3011
002968.png,23.8194,0.6217,0.5063
002969.png,33.9647,0.894,0.4684
002970.png,32.8842,0.8614,0.5068
002971.png,34.4266,0.8965,0.4696
002972.png,33.9595,0.7742,0.2245
002973.png,10.774,0.3409,0.6064
002974.png,10.7596,0.3365,0.5937
002975.png,10.736,0.3365,0.6083
002976.png,20.4607,0.7929,0.3857
002977.png,28.3437,0.7581,0.3533
002978.png,27.9799,0.7973,0.3462
002979.png,28.0014,0.7708,0.3511
002980.png,25.5126,0.6555,0.4492
002981.png,10.7678,0.3338,0.6024
002982.png,10.7437,0.3401,0.6022
002983.png,10.8012,0.341,0.6063
002984.png,26.0809,0.7791,0.3924
002985.png,26.2346,0.4805,0.6372
002986.png,26.8424,0.5031,0.6565
002987.png,26.3311,0.4699,0.6689
002988.png,26.6926,0.6262,0.5725
002989.png,27.3844,0.6697,0.5247
002990.png,27.1466,0.6747,0.5128
002991.png,27.1229,0.6798,0.4855
002992.png,20.4142,0.865,0.3132
002993.png,24.0291,0.8457,0.3327
002994.png,23.4574,0.829,0.3544
002995.png,23.659,0.8361,0.3439
002996.png,28.3754,0.8282,0.4124
002997.png,29.8372,0.7382,0.4928
002998.png,29.4664,0.725,0.4944
002999.png,30.9706,0.7784,0.5011
003000.png,25.1011,0.8635,0.251
003001.png,32.741,0.8555,0.5683
003002.png,33.4856,0.8441,0.5866
003003.png,32.0664,0.8222,0.5588
003004.png,25.6134,0.7975,0.2939
003005.png,24.468,0.8356,0.2909
003006.png,24.1794,0.8313,0.3085
003007.png,24.1864,0.8343,0.2967
003008.png,28.2094,0.8838,0.3274
003009.png,26.1306,0.5953,0.552
003010.png,26.2402,0.5896,0.5458
003011.png,24.127,0.5212,0.5957
003012.png,22.5796,0.6866,0.4657
003013.png,34.7409,0.9333,0.5384
003014.png,34.196,0.9136,0.5203
003015.png,34.6705,0.9252,0.5082
003016.png,22.597,0.8386,0.3629
003017.png,27.7732,0.5192,0.6602
003018.png,27.6329,0.5134,0.664
003019.png,27.5281,0.5134,0.6629
003020.png,27.6934,0.8678,0.3342
003021.png,24.4742,0.8726,0.2875
003022.png,24.6888,0.8743,0.2846
003023.png,24.6343,0.8818,0.2821
003024.png,30.3868,0.6891,0.6312
003025.png,29.4756,0.6729,0.5691
003026.png,29.7707,0.6842,0.5732
003027.png,28.4591,0.6442,0.5729
003028.png,22.9238,0.7024,0.4441
003029.png,24.0313,0.8282,0.2855
003030.png,24.0559,0.8327,0.2682
003031.png,24.0998,0.8305,0.2752
003032.png,24.5479,0.6339,0.528
003033.png,23.8022,0.6745,0.5268
003034.png,24.1932,0.6865,0.5206
003035.png,24.2625,0.669,0.522
003036.png,18.837,0.687,0.4348
003037.png,29.1709,0.9384,0.2058
003038.png,28.1847,0.927,0.2203
003039.png,28.7285,0.9355,0.2056
003040.png,28.2686,0.7903,0.3082
003041.png,26.4992,0.8638,0.2565
003042.png,26.1109,0.8538,0.2645
003043.png,25.9395,0.8644,0.2459
003044.png,20.6944,0.2962,0.6938
003045.png,29.7399,0.6151,0.6891
003046.png,30.3343,0.692,0.6228
003047.png,30.3849,0.6612,0.6741
003048.png,28.9522,0.8518,0.339
003049.png,34.9795,0.9321,0.4129
003050.png,34.9864,0.9212,0.4338
003051.png,35.0077,0.9047,0.4699
003052.png,27.1352,0.8647,0.3139
003053.png,29.1182,0.8316,0.3728
003054.png,29.3608,0.8369,0.3605
003055.png,29.5559,0.8361,0.3599
003056.png,23.5957,0.7519,0.4187
003057.png,30.1182,0.8356,0.4666
003058.png,28.3199,0.7366,0.5056
003059.png,29.5074,0.7788,0.5084
003060.png,21.4534,0.7994,0.3765
003061.png,29.4888,0.908,0.3164
003062.png,29.8918,0.9178,0.3003
003063.png,31.4014,0.9467,0.2301
003064.png,25.699,0.8413,0.3153
003065.png,28.3271,0.8949,0.3509
003066.png,26.5314,0.8864,0.3686
003067.png,29.7378,0.9062,0.3655
003068.png,26.9451,0.8678,0.3974
003069.png,22.0043,0.2764,0.7941
003070.png,23.1177,0.296,0.7905
003071.png,23.4289,0.3068,0.7878
003072.png,24.7798,0.8722,0.4387
003073.png,32.6444,0.8345,0.542
003074.png,34.62,0.88,0.559
003075.png,34.7003,0.8664,0.5807
003076.png,26.0226,0.8712,0.3
003077.png,29.2727,0.9055,0.3374
003078.png,29.2458,0.8774,0.363
003079.png,27.924,0.8816,0.3492
003080.png,29.499,0.889,0.3342
003081.png,29.0316,0.8365,0.4105
003082.png,28.2139,0.8128,0.4265
003083.png,27.7177,0.7836,0.4429
003084.png,21.6493,0.7861,0.3472
003085.png,28.8619,0.8563,0.2875
003086.png,28.0819,0.8589,0.3096
003087.png,26.8792,0.8484,0.3248
003088.png,23.7314,0.7872,0.4073
003089.png,26.1855,0.8535,0.3564
003090.png,26.4208,0.8476,0.3605
003091.png,25.8186,0.8383,0.3665
003092.png,27.5349,0.7075,0.4466
003093.png,23.9813,0.7215,0.4264
003094.png,24.8693,0.7746,0.4168
003095.png,24.8192,0.7724,0.4166
003096.png,24.3563,0.7753,0.3505
003097.png,25.5653,0.792,0.3391
003098.png,25.2145,0.801,0.3406
003099.png,25.4575,0.7876,0.3509
003100.png,24.4137,0.8141,0.2297
003101.png,22.1203,0.7282,0.4064
003102.png,21.7514,0.7194,0.3973
003103.png,22.6652,0.7369,0.4034
003104.png,35.8145,0.9264,0.23
003105.png,33.5466,0.929,0.2289
003106.png,37.0422,0.9202,0.1975
003107.png,34.4584,0.9361,0.2311
003108.png,28.6241,0.7949,0.4255
003109.png,29.182,0.8479,0.3397
003110.png,28.4916,0.8257,0.3804
003111.png,27.9602,0.8414,0.3464
003112.png,26.813,0.8364,0.4772
003113.png,24.9866,0.8491,0.2929
003114.png,25.4404,0.8506,0.2899
003115.png,25.7199,0.853,0.2733
003116.png,32.9383,0.7601,0.6143
003117.png,39.2277,0.9238,0.4715
003118.png,32.9195,0.9177,0.4607
003119.png,39.4424,0.9479,0.4485
003120.png,36.5723,0.9309,0.3791
003121.png,25.2971,0.6938,0.5111
003122.png,25.5666,0.6766,0.5609
003123.png,26.1627,0.6968,0.5645
003124.png,34.2726,0.9288,0.3582
003125.png,35.386,0.9062,0.4272
003126.png,35.8768,0.9188,0.3883
003127.png,35.8506,0.917,0.4144
003128.png,24.2745,0.8626,0.356
003129.png,30.5545,0.6393,0.6052
003130.png,29.233,0.607,0.5968
003131.png,29.6194,0.6511,0.5606
003132.png,22.8016,0.7335,0.444
003133.png,29.1908,0.8616,0.3639
003134.png,28.384,0.8586,0.3653
003135.png,29.3779,0.8705,0.3635
003136.png,23.0685,0.7633,0.3543
003137.png,24.785,0.7796,0.2609
003138.png,24.1207,0.7783,0.2762
003139.png,24.0923,0.7972,0.2849
003140.png,26.6653,0.8697,0.3091
003141.png,34.5549,0.8384,0.4729
003142.png,36.2189,0.8758,0.4315
003143.png,34.8083,0.8576,0.4683
003144.png,31.4434,0.8776,0.4328
003145.png,23.7111,0.7889,0.3982
003146.png,23.84,0.7916,0.3921
003147.png,24.0798,0.7991,0.3943
003148.png,29.3992,0.8894,0.3582
003149.png,30.6946,0.8665,0.3477
003150.png,31.2051,0.8639,0.3469
003151.png,30.7026,0.8698,0.3167
003152.png,25.7216,0.9023,0.2344
003153.png,29.5322,0.9338,0.2491
003154.png,29.5241,0.9324,0.2492
003155.png,28.5731,0.9133,0.2762
003156.png,22.2749,0.7273,0.4318
003157.png,27.4427,0.4746,0.6853
003158.png,27.1525,0.471,0.6776
003159.png,28.0657,0.4948,0.7104
003160.png,25.8509,0.8175,0.3844
003161.png,26.2691,0.8491,0.3959
003162.png,23.3622,0.8211,0.3707
003163.png,24.0656,0.8115,0.41
003164.png,23.3993,0.9146,0.2159
003165.png,29.0109,0.9103,0.3258
003166.png,27.8831,0.8918,0.3677
003167.png,28.7745,0.9181,0.316
003168.png,30.233,0.7824,0.4082
003169.png,31.7506,0.8306,0.3353
003170.png,30.4845,0.8203,0.3626
003171.png,30.8644,0.8315,0.3528
003172.png,30.1983,0.777,0.4566
003173.png,29.6035,0.8972,0.4417
003174.png,28.9815,0.8594,0.4838
003175.png,29.7505,0.8591,0.4935
003176.png,26.2584,0.7796,0.3552
003177.png,22.3417,0.7824,0.3994
003178.png,22.2213,0.7786,0.4008
003179.png,21.7741,0.7766,0.4058
003180.png,33.5336,0.9058,0.403
003181.png,24.9358,0.3991,0.7056
003182.png,25.2008,0.401,0.712
003183.png,25.5325,0.3998,0.7499
003184.png,22.3524,0.8697,0.3345
003185.png,25.0079,0.8815,0.2891
003186.png,25.1654,0.8738,0.2934
003187.png,25.1825,0.8701,0.2859
003188.png,31.3584,0.7511,0.5766
003189.png,23.3975,0.3628,0.7115
003190.png,23.1299,0.3506,0.7491
003191.png,23.1749,0.3581,0.7294
003192.png,32.0191,0.9391,0.2552
003193.png,27.6945,0.898,0.2875
003194.png,27.0,0.8815,0.3191
003195.png,27.4757,0.8875,0.2897
003196.png,26.1476,0.8228,0.3275
003197.png,25.7173,0.8241,0.2243
003198.png,25.287,0.8118,0.2579
003199.png,25.9319,0.8434,0.2438
AVERAGE,27.6687,0.7869,0.4111
